"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2016년 11월 01일","1,348.00","1,348.00","1,348.00","1,348.00","0.15K","1.07%"
"2016년 10월 31일","1,333.70","1,333.70","1,333.70","1,333.70","0.06K","-0.25%"
"2016년 10월 28일","1,337.10","1,337.10","1,337.10","1,337.10","0.56K","0.53%"
"2016년 10월 27일","1,330.00","1,330.00","1,330.00","1,330.00","0.00K","0.41%"
"2016년 10월 26일","1,324.60","1,324.60","1,324.60","1,324.60","0.28K","-0.53%"
"2016년 10월 25일","1,331.60","1,331.60","1,331.60","1,331.60","0.06K","1.09%"
"2016년 10월 24일","1,317.20","1,317.20","1,317.20","1,317.20","0.04K","-0.44%"
"2016년 10월 21일","1,323.00","1,323.00","1,323.00","1,323.00","0.22K","-0.04%"
"2016년 10월 20일","1,323.50","1,323.50","1,323.50","1,323.50","0.42K","-0.13%"
"2016년 10월 19일","1,325.20","1,325.20","1,325.20","1,325.20","0.22K","0.50%"
"2016년 10월 18일","1,318.60","1,318.60","1,318.60","1,318.60","0.01K","0.52%"
"2016년 10월 17일","1,311.80","1,311.80","1,311.80","1,311.80","0.04K","0.11%"
"2016년 10월 14일","1,310.40","1,310.40","1,310.40","1,310.40","0.31K","-0.14%"
"2016년 10월 13일","1,312.30","1,312.30","1,312.30","1,312.30","0.32K","0.35%"
"2016년 10월 12일","1,307.70","1,307.70","1,307.70","1,307.70","0.13K","-0.14%"
"2016년 10월 11일","1,309.50","1,309.50","1,309.50","1,309.50","0.03K","-0.33%"
"2016년 10월 10일","1,313.90","1,313.90","1,313.90","1,313.90","0.03K","0.72%"
"2016년 10월 07일","1,304.50","1,304.50","1,304.50","1,304.50","0.17K","-0.08%"
"2016년 10월 06일","1,305.50","1,305.50","1,305.50","1,305.50","0.11K","-1.20%"
"2016년 10월 05일","1,321.30","1,321.30","1,321.30","1,321.30","0.25K","-0.06%"
"2016년 10월 04일","1,322.10","1,322.10","1,322.10","1,322.10","1.89K","-3.21%"
"2016년 10월 03일","1,365.90","1,365.90","1,365.90","1,365.90","0.30K","-0.33%"
"2016년 09월 30일","1,370.40","1,383.50","1,383.50","1,383.50","0.00K","-0.63%"
"2016년 09월 29일","1,379.10","1,379.10","1,379.10","1,379.10","6.11K","0.17%"
"2016년 09월 28일","1,376.70","1,376.70","1,376.70","1,376.70","0.03K","-0.56%"
"2016년 09월 27일","1,384.40","1,384.40","1,384.40","1,384.40","0.05K","-1.02%"
"2016년 09월 26일","1,398.60","1,398.60","1,398.60","1,398.60","0.03K","0.19%"
"2016년 09월 23일","1,396.00","1,396.00","1,396.00","1,396.00","0.04K","-0.23%"
"2016년 09월 22일","1,399.20","1,399.20","1,399.20","1,399.20","0.02K","0.79%"
"2016년 09월 21일","1,388.30","1,388.30","1,388.30","1,388.30","0.08K","0.99%"
"2016년 09월 20일","1,374.70","1,374.70","1,374.70","1,374.70","0.10K","0.02%"
"2016년 09월 19일","1,374.40","1,374.40","1,374.40","1,374.40","0.02K","0.53%"
"2016년 09월 16일","1,367.10","1,367.10","1,367.10","1,367.10","0.00K","-0.57%"
"2016년 09월 15일","1,374.90","1,379.30","1,379.30","1,378.00","0.00K","-0.61%"
"2016년 09월 14일","1,383.30","1,386.70","1,386.70","1,379.20","0.01K","0.18%"
"2016년 09월 13일","1,380.80","1,380.80","1,380.80","1,380.80","0.25K","-0.26%"
"2016년 09월 12일","1,384.40","1,384.40","1,384.40","1,384.40","0.18K","-0.62%"
"2016년 09월 09일","1,393.10","1,393.10","1,393.10","1,393.10","0.04K","-0.51%"
"2016년 09월 08일","1,400.20","1,400.20","1,400.20","1,400.20","0.03K","-0.49%"
"2016년 09월 07일","1,407.10","1,407.10","1,407.10","1,407.10","0.01K","-0.28%"
"2016년 09월 06일","1,411.10","1,411.10","1,411.10","1,411.10","0.05K","6.01%"
"2016년 09월 05일","1,331.10","1,326.35","1,332.15","1,325.55","-","0.37%"
"2016년 09월 04일","1,326.25","1,328.20","1,328.75","1,326.15","-","-4.26%"
"2016년 09월 02일","1,385.30","1,385.30","1,385.30","1,385.30","0.06K","0.93%"
"2016년 09월 01일","1,372.60","1,372.60","1,372.60","1,372.60","0.23K","0.34%"
"2016년 08월 31일","1,367.90","1,367.90","1,367.90","1,367.90","0.21K","-0.48%"
"2016년 08월 30일","1,374.50","1,374.50","1,374.50","1,374.50","0.71K","-0.72%"
"2016년 08월 29일","1,384.40","1,384.40","1,384.40","1,384.40","0.04K","0.09%"
"2016년 08월 26일","1,383.20","1,383.20","1,383.20","1,383.20","0.14K","-0.06%"
"2016년 08월 25일","1,384.00","1,384.40","1,384.40","1,384.40","0.00K","-0.46%"
"2016년 08월 24일","1,390.40","1,389.00","1,389.00","1,389.00","0.00K","-1.24%"
"2016년 08월 23일","1,407.80","1,407.80","1,407.80","1,407.80","0.55K","0.19%"
"2016년 08월 22일","1,405.20","1,405.20","1,405.20","1,405.20","0.12K","-0.20%"
"2016년 08월 19일","1,408.00","1,408.00","1,408.00","1,408.00","0.20K","-0.78%"
"2016년 08월 18일","1,419.10","1,419.10","1,419.10","1,419.10","0.14K","0.60%"
"2016년 08월 17일","1,410.60","1,410.60","1,410.60","1,410.60","0.14K","-0.59%"
"2016년 08월 16일","1,419.00","1,410.70","1,410.70","1,410.70","0.00K","0.60%"
"2016년 08월 15일","1,410.60","1,410.60","1,410.60","1,410.60","0.00K","0.27%"
"2016년 08월 12일","1,406.80","1,406.80","1,406.80","1,406.80","0.11K","-0.51%"
"2016년 08월 11일","1,414.00","1,414.00","1,414.00","1,414.00","0.67K","-0.11%"
"2016년 08월 10일","1,415.60","1,415.60","1,415.60","1,415.60","0.11K","0.35%"
"2016년 08월 09일","1,410.60","1,409.90","1,409.90","1,409.90","0.00K","0.38%"
"2016년 08월 08일","1,405.30","1,405.30","1,405.30","1,405.30","0.59K","-0.18%"
"2016년 08월 05일","1,407.90","1,407.90","1,407.90","1,407.90","1.11K","-1.40%"
"2016년 08월 04일","1,427.90","1,427.90","1,427.90","1,427.90","0.38K","0.28%"
"2016년 08월 03일","1,423.90","1,423.90","1,423.90","1,423.90","0.72K","-0.38%"
"2016년 08월 02일","1,429.40","1,429.40","1,429.40","1,429.40","0.05K","0.93%"
"2016년 08월 01일","1,416.20","1,416.20","1,416.20","1,416.20","0.00K","0.04%"
"2016년 07월 29일","1,415.70","1,415.70","1,415.70","1,415.70","6.08K","1.21%"
"2016년 07월 28일","1,398.80","1,402.80","1,402.80","1,402.80","0.00K","0.49%"
"2016년 07월 27일","1,392.00","1,392.00","1,392.00","1,392.00","0.00K","0.68%"
"2016년 07월 26일","1,382.60","1,382.60","1,382.60","1,382.60","0.05K","0.09%"
"2016년 07월 25일","1,381.30","1,381.30","1,381.30","1,381.30","0.55K","-0.30%"
"2016년 07월 22일","1,385.50","1,385.50","1,385.50","1,385.50","0.06K","-0.48%"
"2016년 07월 21일","1,392.20","1,392.20","1,392.20","1,392.20","0.32K","0.91%"
"2016년 07월 20일","1,379.70","1,379.70","1,379.70","1,379.70","0.75K","-0.90%"
"2016년 07월 19일","1,392.30","1,392.30","1,392.30","1,392.30","0.35K","0.50%"
"2016년 07월 18일","1,385.40","1,385.40","1,385.40","1,385.40","0.05K","0.14%"
"2016년 07월 15일","1,383.50","1,383.50","1,383.50","1,383.50","0.05K","-0.30%"
"2016년 07월 14일","1,387.70","1,387.70","1,387.70","1,387.70","0.02K","-0.81%"
"2016년 07월 13일","1,399.00","1,399.00","1,399.00","1,399.00","0.00K","0.60%"
"2016년 07월 12일","1,390.70","1,390.70","1,390.70","1,390.70","0.25K","-1.46%"
"2016년 07월 11일","1,411.30","1,411.30","1,411.30","1,411.30","0.03K","-0.05%"
"2016년 07월 08일","1,412.00","1,412.00","1,412.00","1,412.00","0.25K","-0.21%"
"2016년 07월 07일","1,415.00","1,415.00","1,415.00","1,415.00","0.21K","-0.55%"
"2016년 07월 06일","1,422.80","1,422.80","1,422.80","1,422.80","0.00K","0.59%"
"2016년 07월 05일","1,414.40","1,414.40","1,414.40","1,414.40","0.00K","4.62%"
"2016년 07월 04일","1,352.00","1,345.00","1,360.15","1,343.00","-","0.48%"
"2016년 07월 03일","1,345.50","1,344.50","1,347.55","1,338.85","-","-3.50%"
"2016년 07월 01일","1,394.30","1,394.30","1,394.30","1,394.30","0.00K","1.40%"
"2016년 06월 30일","1,375.00","1,375.00","1,375.00","1,375.00","0.56K","-0.46%"
"2016년 06월 29일","1,381.40","1,381.40","1,381.40","1,381.40","0.41K","0.67%"
"2016년 06월 28일","1,372.20","1,372.20","1,372.20","1,372.20","0.02K","-0.48%"
"2016년 06월 27일","1,378.80","1,378.80","1,378.80","1,378.80","0.09K","0.15%"
"2016년 06월 24일","1,376.80","1,376.80","1,376.80","1,376.80","0.69K","4.49%"
"2016년 06월 23일","1,317.70","1,317.70","1,317.70","1,317.70","0.22K","-0.33%"
"2016년 06월 22일","1,322.10","1,322.10","1,322.10","1,322.10","0.05K","-0.19%"
"2016년 06월 21일","1,324.60","1,324.60","1,324.60","1,324.60","0.13K","-1.46%"
"2016년 06월 20일","1,344.20","1,344.20","1,344.20","1,344.20","0.05K","0.10%"
"2016년 06월 17일","1,342.90","1,342.90","1,342.90","1,342.90","0.13K","-0.20%"
"2016년 06월 16일","1,345.60","1,345.60","1,345.60","1,345.60","0.25K","0.79%"
"2016년 06월 15일","1,335.00","1,335.00","1,335.00","1,335.00","0.00K","-0.01%"
"2016년 06월 14일","1,335.20","1,335.20","1,335.20","1,335.20","0.55K","-0.19%"
"2016년 06월 13일","1,337.70","1,337.70","1,337.70","1,337.70","0.33K","0.75%"
"2016년 06월 10일","1,327.70","1,327.70","1,327.70","1,327.70","0.01K","0.25%"
"2016년 06월 09일","1,324.40","1,324.40","1,324.40","1,324.40","0.38K","0.79%"
"2016년 06월 08일","1,314.00","1,314.00","1,314.00","1,314.00","0.41K","1.17%"
"2016년 06월 07일","1,298.80","1,298.80","1,298.80","1,298.80","0.28K","-0.05%"
"2016년 06월 06일","1,299.40","1,299.40","1,299.40","1,299.40","1.14K","0.37%"
"2016년 06월 03일","1,294.60","1,294.60","1,294.60","1,294.60","0.00K","2.35%"
"2016년 06월 02일","1,264.90","1,264.90","1,264.90","1,264.90","1.63K","-0.18%"
"2016년 06월 01일","1,267.20","1,267.20","1,267.20","1,267.20","2.72K","-0.17%"
"2016년 05월 31일","1,269.30","1,269.30","1,269.30","1,269.30","6.43K","4.71%"
"2016년 05월 30일","1,212.15","1,208.25","1,213.15","1,201.80","-","-4.37%"
"2016년 05월 27일","1,267.60","1,267.60","1,267.60","1,267.60","63.74K","-0.47%"
"2016년 05월 26일","1,273.60","1,273.60","1,273.60","1,273.60","0.00K","-0.30%"
"2016년 05월 25일","1,277.40","1,277.40","1,277.40","1,277.40","0.01K","-0.41%"
"2016년 05월 24일","1,282.70","1,282.70","1,282.70","1,282.70","0.02K","-1.70%"
"2016년 05월 23일","1,304.90","1,304.90","1,304.90","1,304.90","0.06K","-0.08%"
"2016년 05월 20일","1,305.90","1,305.90","1,305.90","1,305.90","0.04K","0.00%"
"2016년 05월 19일","1,305.90","1,305.90","1,305.90","1,305.90","0.07K","-1.39%"
